,star rating,title,content rating,genre,duration,actors list,mean rating,duration bool,duration_bool
515,7.8,Dirty Harry,R,Action,102,"C, l, i, n, t,  , E, a, s, t, w, o, o, d, ,,  , A, n, d, r, e, w,  , R, o, b, i, n, s, o, n, ,,  , H, a, r, r, y,  , G, u, a, r, d, i, n, o",7.884558823529411,0,0
84,8.4,Requiem for a Dream,R,Drama,102,"E, l, l, e, n,  , B, u, r, s, t, y, n, ,,  , J, a, r, e, d,  , L, e, t, o, ,,  , J, e, n, n, i, f, e, r,  , C, o, n, n, e, l, l, y",7.902517985611511,0,0
832,7.5,RoboCop,R,Action,102,"P, e, t, e, r,  , W, e, l, l, e, r, ,,  , N, a, n, c, y,  , A, l, l, e, n, ,,  , D, a, n,  , O, ', H, e, r, l, i, h, y",7.884558823529411,0,0
395,7.9,Big Hero 6,PG,Animation,102,"R, y, a, n,  , P, o, t, t, e, r, ,,  , S, c, o, t, t,  , A, d, s, i, t, ,,  , J, a, m, i, e,  , C, h, u, n, g",7.914516129032258,0,0
106,8.3,Snatch.,R,Comedy,102,"J, a, s, o, n,  , S, t, a, t, h, a, m, ,,  , B, r, a, d,  , P, i, t, t, ,,  , B, e, n, i, c, i, o,  , D, e, l,  , T, o, r, o",7.822435897435897,0,0
610,7.7,Enter the Dragon,R,Action,102,"B, r, u, c, e,  , L, e, e, ,,  , J, o, h, n,  , S, a, x, o, n, ,,  , J, i, m,  , K, e, l, l, y",7.884558823529411,0,0
717,7.6,The Legend of Drunken Master,R,Action,102,"J, a, c, k, i, e,  , C, h, a, n, ,,  , H, o, -, S, u, n, g,  , P, a, k, ,,  , L, u, n, g,  , T, i",7.884558823529411,0,0
953,7.4,The NeverEnding Story,PG,Adventure,102,"N, o, a, h,  , H, a, t, h, a, w, a, y, ,,  , B, a, r, r, e, t,  , O, l, i, v, e, r, ,,  , T, a, m, i,  , S, t, r, o, n, a, c, h",7.933333333333334,0,0
650,7.7,Dazed and Confused,R,Comedy,102,"J, a, s, o, n,  , L, o, n, d, o, n, ,,  , W, i, l, e, y,  , W, i, g, g, i, n, s, ,,  , M, a, t, t, h, e, w,  , M, c, C, o, n, a, u, g, h, e, y",7.822435897435897,0,0
729,7.6,The Crow,R,Action,102,"B, r, a, n, d, o, n,  , L, e, e, ,,  , M, i, c, h, a, e, l,  , W, i, n, c, o, t, t, ,,  , R, o, c, h, e, l, l, e,  , D, a, v, i, s",7.884558823529411,0,0
897,7.5,Calvary,R,Drama,102,"B, r, e, n, d, a, n,  , G, l, e, e, s, o, n, ,,  , C, h, r, i, s,  , O, ', D, o, w, d, ,,  , K, e, l, l, y,  , R, e, i, l, l, y",7.902517985611511,0,0
732,7.6,American Psycho,R,Crime,102,"C, h, r, i, s, t, i, a, n,  , B, a, l, e, ,,  , J, u, s, t, i, n,  , T, h, e, r, o, u, x, ,,  , J, o, s, h,  , L, u, c, a, s",7.916935483870968,0,0
327,8.0,The Adventures of Robin Hood,PG,Action,102,"E, r, r, o, l,  , F, l, y, n, n, ,,  , O, l, i, v, i, a,  , d, e,  , H, a, v, i, l, l, a, n, d, ,,  , B, a, s, i, l,  , R, a, t, h, b, o, n, e",7.884558823529411,0,0
285,8.1,Bringing Up Baby,APPROVED,Comedy,102,"K, a, t, h, a, r, i, n, e,  , H, e, p, b, u, r, n, ,,  , C, a, r, y,  , G, r, a, n, t, ,,  , C, h, a, r, l, e, s,  , R, u, g, g, l, e, s",7.822435897435897,0,0
840,7.5,American Splendor,R,Biography,101,"P, a, u, l,  , G, i, a, m, a, t, t, i, ,,  , S, h, a, r, i,  , S, p, r, i, n, g, e, r,  , B, e, r, m, a, n, ,,  , H, a, r, v, e, y,  , P, e, k, a, r",7.862337662337662,0,0
937,7.4,Labyrinth,PG,Adventure,101,"D, a, v, i, d,  , B, o, w, i, e, ,,  , J, e, n, n, i, f, e, r,  , C, o, n, n, e, l, l, y, ,,  , T, o, b, y,  , F, r, o, u, d",7.933333333333334,0,0
521,7.8,Belle de Jour,APPROVED,Drama,101,"C, a, t, h, e, r, i, n, e,  , D, e, n, e, u, v, e, ,,  , J, e, a, n,  , S, o, r, e, l, ,,  , M, i, c, h, e, l,  , P, i, c, c, o, l, i",7.902517985611511,0,0
855,7.5,Maria Full of Grace,R,Crime,101,"C, a, t, a, l, i, n, a,  , S, a, n, d, i, n, o,  , M, o, r, e, n, o, ,,  , G, u, i, l, i, e, d,  , L, o, p, e, z, ,,  , O, r, l, a, n, d, o,  , T, o, b, ó, n",7.916935483870968,0,0
275,8.1,Groundhog Day,PG,Comedy,101,"B, i, l, l,  , M, u, r, r, a, y, ,,  , A, n, d, i, e,  , M, a, c, D, o, w, e, l, l, ,,  , C, h, r, i, s,  , E, l, l, i, o, t, t",7.822435897435897,0,0
416,7.9,All About My Mother,R,Drama,101,"C, e, c, i, l, i, a,  , R, o, t, h, ,,  , M, a, r, i, s, a,  , P, a, r, e, d, e, s, ,,  , C, a, n, d, e, l, a,  , P, e, ñ, a",7.902517985611511,0,0
874,7.5,Still Alice,PG-13,Drama,101,"J, u, l, i, a, n, n, e,  , M, o, o, r, e, ,,  , A, l, e, c,  , B, a, l, d, w, i, n, ,,  , K, r, i, s, t, e, n,  , S, t, e, w, a, r, t",7.902517985611511,0,0
454,7.9,Little Miss Sunshine,R,Adventure,101,"S, t, e, v, e,  , C, a, r, e, l, l, ,,  , T, o, n, i,  , C, o, l, l, e, t, t, e, ,,  , G, r, e, g,  , K, i, n, n, e, a, r",7.933333333333334,0,0
518,7.8,Wreck-It Ralph,PG,Animation,101,"J, o, h, n,  , C, .,  , R, e, i, l, l, y, ,,  , J, a, c, k,  , M, c, B, r, a, y, e, r, ,,  , J, a, n, e,  , L, y, n, c, h",7.914516129032258,0,0
237,8.1,Notorious,APPROVED,Drama,101,"C, a, r, y,  , G, r, a, n, t, ,,  , I, n, g, r, i, d,  , B, e, r, g, m, a, n, ,,  , C, l, a, u, d, e,  , R, a, i, n, s",7.902517985611511,0,0
740,7.6,The Raid: Redemption,R,Action,101,"I, k, o,  , U, w, a, i, s, ,,  , A, n, a, n, d, a,  , G, e, o, r, g, e, ,,  , R, a, y,  , S, a, h, e, t, a, p, y",7.884558823529411,0,0
625,7.7,Ponyo,G,Animation,101,"C, a, t, e,  , B, l, a, n, c, h, e, t, t, ,,  , M, a, t, t,  , D, a, m, o, n, ,,  , L, i, a, m,  , N, e, e, s, o, n",7.914516129032258,0,0
589,7.7,The Machinist,R,Drama,101,"C, h, r, i, s, t, i, a, n,  , B, a, l, e, ,,  , J, e, n, n, i, f, e, r,  , J, a, s, o, n,  , L, e, i, g, h, ,,  , A, i, t, a, n, a,  , S, á, n, c, h, e, z, -, G, i, j, ó, n",7.902517985611511,0,0
212,8.1,Infernal Affairs,R,Crime,101,"A, n, d, y,  , L, a, u, ,,  , T, o, n, y,  , C, h, i, u,  , W, a, i,  , L, e, u, n, g, ,,  , A, n, t, h, o, n, y,  , C, h, a, u, -, S, a, n, g,  , W, o, n, g",7.916935483870968,0,0
200,8.1,Le Samourai,PG,Crime,101,"A, l, a, i, n,  , D, e, l, o, n, ,,  , N, a, t, h, a, l, i, e,  , D, e, l, o, n, ,,  , F, r, a, n, ç, o, i, s,  , P, é, r, i, e, r",7.916935483870968,0,0
565,7.8,The Sandlot,PG,Comedy,101,"T, o, m,  , G, u, i, r, y, ,,  , M, i, k, e,  , V, i, t, a, r, ,,  , P, a, t, r, i, c, k,  , R, e, n, n, a",7.822435897435897,0,0
680,7.7,Whale Rider,PG-13,Drama,101,"K, e, i, s, h, a,  , C, a, s, t, l, e, -, H, u, g, h, e, s, ,,  , R, a, w, i, r, i,  , P, a, r, a, t, e, n, e, ,,  , V, i, c, k, y,  , H, a, u, g, h, t, o, n",7.902517985611511,0,0
543,7.8,Lost in Translation,R,Drama,101,"B, i, l, l,  , M, u, r, r, a, y, ,,  , S, c, a, r, l, e, t, t,  , J, o, h, a, n, s, s, o, n, ,,  , G, i, o, v, a, n, n, i,  , R, i, b, i, s, i",7.902517985611511,0,0
652,7.7,This Is England,UNRATED,Crime,101,"T, h, o, m, a, s,  , T, u, r, g, o, o, s, e, ,,  , S, t, e, p, h, e, n,  , G, r, a, h, a, m, ,,  , J, o,  , H, a, r, t, l, e, y",7.916935483870968,0,0
229,8.1,Strangers on a Train,APPROVED,Crime,101,"F, a, r, l, e, y,  , G, r, a, n, g, e, r, ,,  , R, o, b, e, r, t,  , W, a, l, k, e, r, ,,  , R, u, t, h,  , R, o, m, a, n",7.916935483870968,0,0
492,7.8,Drive,R,Crime,100,"R, y, a, n,  , G, o, s, l, i, n, g, ,,  , C, a, r, e, y,  , M, u, l, l, i, g, a, n, ,,  , B, r, y, a, n,  , C, r, a, n, s, t, o, n",7.916935483870968,0,0
799,7.6,Hodejegerne,R,Crime,100,"A, k, s, e, l,  , H, e, n, n, i, e, ,,  , S, y, n, n, ø, v, e,  , M, a, c, o, d, y,  , L, u, n, d, ,,  , N, i, k, o, l, a, j,  , C, o, s, t, e, r, -, W, a, l, d, a, u",7.916935483870968,0,0
494,7.8,The Lego Movie,PG,Animation,100,"C, h, r, i, s,  , P, r, a, t, t, ,,  , W, i, l, l,  , F, e, r, r, e, l, l, ,,  , E, l, i, z, a, b, e, t, h,  , B, a, n, k, s",7.914516129032258,0,0
471,7.8,Tangled,PG,Animation,100,"M, a, n, d, y,  , M, o, o, r, e, ,,  , Z, a, c, h, a, r, y,  , L, e, v, i, ,,  , D, o, n, n, a,  , M, u, r, p, h, y",7.914516129032258,0,0
497,7.8,Willy Wonka & the Chocolate Factory,G,Family,100,"G, e, n, e,  , W, i, l, d, e, r, ,,  , J, a, c, k,  , A, l, b, e, r, t, s, o, n, ,,  , P, e, t, e, r,  , O, s, t, r, u, m",7.85,0,0
376,8.0,King Kong,UNRATED,Adventure,100,"F, a, y,  , W, r, a, y, ,,  , R, o, b, e, r, t,  , A, r, m, s, t, r, o, n, g, ,,  , B, r, u, c, e,  , C, a, b, o, t",7.933333333333334,0,0
463,7.9,Glengarry Glen Ross,R,Drama,100,"A, l,  , P, a, c, i, n, o, ,,  , J, a, c, k,  , L, e, m, m, o, n, ,,  , A, l, e, c,  , B, a, l, d, w, i, n",7.902517985611511,0,0
192,8.2,Finding Nemo,G,Animation,100,"A, l, b, e, r, t,  , B, r, o, o, k, s, ,,  , E, l, l, e, n,  , D, e, G, e, n, e, r, e, s, ,,  , A, l, e, x, a, n, d, e, r,  , G, o, u, l, d",7.914516129032258,0,0
597,7.7,50/50,R,Comedy,100,"J, o, s, e, p, h,  , G, o, r, d, o, n, -, L, e, v, i, t, t, ,,  , S, e, t, h,  , R, o, g, e, n, ,,  , A, n, n, a,  , K, e, n, d, r, i, c, k",7.822435897435897,0,0
356,8.0,The Artist,PG-13,Comedy,100,"J, e, a, n,  , D, u, j, a, r, d, i, n, ,,  , B, é, r, é, n, i, c, e,  , B, e, j, o, ,,  , J, o, h, n,  , G, o, o, d, m, a, n",7.822435897435897,0,0
169,8.2,The Maltese Falcon,NOT RATED,Crime,100,"H, u, m, p, h, r, e, y,  , B, o, g, a, r, t, ,,  , M, a, r, y,  , A, s, t, o, r, ,,  , G, l, a, d, y, s,  , G, e, o, r, g, e",7.916935483870968,0,0
929,7.5,Say Anything...,PG-13,Comedy,100,"J, o, h, n,  , C, u, s, a, c, k, ,,  , I, o, n, e,  , S, k, y, e, ,,  , J, o, h, n,  , M, a, h, o, n, e, y",7.822435897435897,0,0
666,7.7,Eastern Promises,R,Crime,100,"N, a, o, m, i,  , W, a, t, t, s, ,,  , V, i, g, g, o,  , M, o, r, t, e, n, s, e, n, ,,  , A, r, m, i, n,  , M, u, e, l, l, e, r, -, S, t, a, h, l",7.916935483870968,0,0
583,7.8,Dark City,R,Mystery,100,"R, u, f, u, s,  , S, e, w, e, l, l, ,,  , K, i, e, f, e, r,  , S, u, t, h, e, r, l, a, n, d, ,,  , J, e, n, n, i, f, e, r,  , C, o, n, n, e, l, l, y",7.975,0,0
519,7.8,The Hangover,R,Comedy,100,"Z, a, c, h,  , G, a, l, i, f, i, a, n, a, k, i, s, ,,  , B, r, a, d, l, e, y,  , C, o, o, p, e, r, ,,  , J, u, s, t, i, n,  , B, a, r, t, h, a",7.822435897435897,0,0
412,7.9,Key Largo,UNRATED,Crime,100,"H, u, m, p, h, r, e, y,  , B, o, g, a, r, t, ,,  , E, d, w, a, r, d,  , G, .,  , R, o, b, i, n, s, o, n, ,,  , L, a, u, r, e, n,  , B, a, c, a, l, l",7.916935483870968,0,0
657,7.7,Coraline,PG,Animation,100,"D, a, k, o, t, a,  , F, a, n, n, i, n, g, ,,  , T, e, r, i,  , H, a, t, c, h, e, r, ,,  , J, o, h, n,  , H, o, d, g, m, a, n",7.914516129032258,0,0
178,8.2,The 400 Blows,NOT RATED,Crime,99,"J, e, a, n, -, P, i, e, r, r, e,  , L, é, a, u, d, ,,  , A, l, b, e, r, t,  , R, é, m, y, ,,  , C, l, a, i, r, e,  , M, a, u, r, i, e, r",7.916935483870968,0,0
90,8.4,Reservoir Dogs,R,Crime,99,"H, a, r, v, e, y,  , K, e, i, t, e, l, ,,  , T, i, m,  , R, o, t, h, ,,  , M, i, c, h, a, e, l,  , M, a, d, s, e, n",7.916935483870968,0,0
903,7.5,Heavenly Creatures,R,Biography,99,"M, e, l, a, n, i, e,  , L, y, n, s, k, e, y, ,,  , K, a, t, e,  , W, i, n, s, l, e, t, ,,  , S, a, r, a, h,  , P, e, i, r, s, e",7.862337662337662,0,0
651,7.7,Blood Simple.,R,Crime,99,"J, o, h, n,  , G, e, t, z, ,,  , F, r, a, n, c, e, s,  , M, c, D, o, r, m, a, n, d, ,,  , D, a, n,  , H, e, d, a, y, a",7.916935483870968,0,0
403,7.9,Ying xiong,PG-13,Action,99,"J, e, t,  , L, i, ,,  , T, o, n, y,  , C, h, i, u,  , W, a, i,  , L, e, u, n, g, ,,  , M, a, g, g, i, e,  , C, h, e, u, n, g",7.884558823529411,0,0
214,8.1,The Grand Budapest Hotel,R,Adventure,99,"R, a, l, p, h,  , F, i, e, n, n, e, s, ,,  , F, .,  , M, u, r, r, a, y,  , A, b, r, a, h, a, m, ,,  , M, a, t, h, i, e, u,  , A, m, a, l, r, i, c",7.933333333333334,0,0
962,7.4,Driving Miss Daisy,PG,Comedy,99,"M, o, r, g, a, n,  , F, r, e, e, m, a, n, ,,  , J, e, s, s, i, c, a,  , T, a, n, d, y, ,,  , D, a, n,  , A, y, k, r, o, y, d",7.822435897435897,0,0
276,8.1,A Fistful of Dollars,R,Action,99,"C, l, i, n, t,  , E, a, s, t, w, o, o, d, ,,  , G, i, a, n,  , M, a, r, i, a,  , V, o, l, o, n, t, é, ,,  , M, a, r, i, a, n, n, e,  , K, o, c, h",7.884558823529411,0,0
352,8.0,Shaun of the Dead,R,Comedy,99,"S, i, m, o, n,  , P, e, g, g, ,,  , N, i, c, k,  , F, r, o, s, t, ,,  , K, a, t, e,  , A, s, h, f, i, e, l, d",7.822435897435897,0,0
552,7.8,Kung Fu Hustle,R,Action,99,"S, t, e, p, h, e, n,  , C, h, o, w, ,,  , W, a, h,  , Y, u, e, n, ,,  , Q, i, u,  , Y, u, e, n",7.884558823529411,0,0
247,8.1,Three Colors: Red,R,Drama,99,"I, r, è, n, e,  , J, a, c, o, b, ,,  , J, e, a, n, -, L, o, u, i, s,  , T, r, i, n, t, i, g, n, a, n, t, ,,  , F, r, é, d, é, r, i, q, u, e,  , F, e, d, e, r",7.902517985611511,0,0
774,7.6,A Single Man,R,Drama,99,"C, o, l, i, n,  , F, i, r, t, h, ,,  , J, u, l, i, a, n, n, e,  , M, o, o, r, e, ,,  , M, a, t, t, h, e, w,  , G, o, o, d, e",7.902517985611511,0,0
63,8.4,M,NOT RATED,Crime,99,"P, e, t, e, r,  , L, o, r, r, e, ,,  , E, l, l, e, n,  , W, i, d, m, a, n, n, ,,  , I, n, g, e,  , L, a, n, d, g, u, t",7.916935483870968,0,0
737,7.6,The Party,PG,Comedy,99,"P, e, t, e, r,  , S, e, l, l, e, r, s, ,,  , C, l, a, u, d, i, n, e,  , L, o, n, g, e, t, ,,  , N, a, t, a, l, i, a,  , B, o, r, i, s, o, v, a",7.822435897435897,0,0
599,7.7,Delicatessen,R,Comedy,99,"M, a, r, i, e, -, L, a, u, r, e,  , D, o, u, g, n, a, c, ,,  , D, o, m, i, n, i, q, u, e,  , P, i, n, o, n, ,,  , P, a, s, c, a, l,  , B, e, n, e, z, e, c, h",7.822435897435897,0,0
64,8.4,WALL-E,G,Animation,98,"B, e, n,  , B, u, r, t, t, ,,  , E, l, i, s, s, a,  , K, n, i, g, h, t, ,,  , J, e, f, f,  , G, a, r, l, i, n",7.914516129032258,0,0
234,8.1,La Haine,NOT RATED,Crime,98,"V, i, n, c, e, n, t,  , C, a, s, s, e, l, ,,  , H, u, b, e, r, t,  , K, o, u, n, d, é, ,,  , S, a, ï, d,  , T, a, g, h, m, a, o, u, i",7.916935483870968,0,0
363,8.0,Three Colors: Blue,R,Drama,98,"J, u, l, i, e, t, t, e,  , B, i, n, o, c, h, e, ,,  , Z, b, i, g, n, i, e, w,  , Z, a, m, a, c, h, o, w, s, k, i, ,,  , J, u, l, i, e,  , D, e, l, p, y",7.902517985611511,0,0
232,8.1,Chungking Express,PG-13,Drama,98,"B, r, i, g, i, t, t, e,  , L, i, n, ,,  , T, a, k, e, s, h, i,  , K, a, n, e, s, h, i, r, o, ,,  , T, o, n, y,  , C, h, i, u,  , W, a, i,  , L, e, u, n, g",7.902517985611511,0,0
250,8.1,In the Mood for Love,PG,Drama,98,"T, o, n, y,  , C, h, i, u,  , W, a, i,  , L, e, u, n, g, ,,  , M, a, g, g, i, e,  , C, h, e, u, n, g, ,,  , P, i, n, g,  , L, a, m,  , S, i, u",7.902517985611511,0,0
160,8.2,How to Train Your Dragon,PG,Animation,98,"J, a, y,  , B, a, r, u, c, h, e, l, ,,  , G, e, r, a, r, d,  , B, u, t, l, e, r, ,,  , C, h, r, i, s, t, o, p, h, e, r,  , M, i, n, t, z, -, P, l, a, s, s, e",7.914516129032258,0,0
682,7.7,Philomena,PG-13,Biography,98,"J, u, d, i,  , D, e, n, c, h, ,,  , S, t, e, v, e,  , C, o, o, g, a, n, ,,  , S, o, p, h, i, e,  , K, e, n, n, e, d, y,  , C, l, a, r, k",7.862337662337662,0,0
747,7.6,The Counterfeiters,R,Crime,98,"K, a, r, l,  , M, a, r, k, o, v, i, c, s, ,,  , A, u, g, u, s, t,  , D, i, e, h, l, ,,  , D, e, v, i, d,  , S, t, r, i, e, s, o, w",7.916935483870968,0,0
839,7.5,Bullets Over Broadway,R,Comedy,98,"J, o, h, n,  , C, u, s, a, c, k, ,,  , D, i, a, n, n, e,  , W, i, e, s, t, ,,  , J, e, n, n, i, f, e, r,  , T, i, l, l, y",7.822435897435897,0,0
811,7.6,The Damned United,R,Biography,98,"C, o, l, m,  , M, e, a, n, e, y, ,,  , H, e, n, r, y,  , G, o, o, d, m, a, n, ,,  , D, a, v, i, d,  , R, o, p, e, r",7.862337662337662,0,0
835,7.5,Despicable Me 2,PG,Animation,98,"S, t, e, v, e,  , C, a, r, e, l, l, ,,  , K, r, i, s, t, e, n,  , W, i, i, g, ,,  , B, e, n, j, a, m, i, n,  , B, r, a, t, t",7.914516129032258,0,0
176,8.2,Fargo,R,Crime,98,"W, i, l, l, i, a, m,  , H, .,  , M, a, c, y, ,,  , F, r, a, n, c, e, s,  , M, c, D, o, r, m, a, n, d, ,,  , S, t, e, v, e,  , B, u, s, c, e, m, i",7.916935483870968,0,0
179,8.2,The Princess Bride,PG,Adventure,98,"C, a, r, y,  , E, l, w, e, s, ,,  , M, a, n, d, y,  , P, a, t, i, n, k, i, n, ,,  , R, o, b, i, n,  , W, r, i, g, h, t",7.933333333333334,0,0
619,7.7,Forbidden Planet,PASSED,Action,98,"W, a, l, t, e, r,  , P, i, d, g, e, o, n, ,,  , A, n, n, e,  , F, r, a, n, c, i, s, ,,  , L, e, s, l, i, e,  , N, i, e, l, s, e, n",7.884558823529411,0,0
957,7.4,National Lampoon's Vacation,R,Comedy,98,"C, h, e, v, y,  , C, h, a, s, e, ,,  , B, e, v, e, r, l, y,  , D, ', A, n, g, e, l, o, ,,  , I, m, o, g, e, n, e,  , C, o, c, a",7.822435897435897,0,0
345,8.0,No Man's Land,R,Drama,98,"B, r, a, n, k, o,  , D, j, u, r, i, c, ,,  , R, e, n, e,  , B, i, t, o, r, a, j, a, c, ,,  , F, i, l, i, p,  , S, o, v, a, g, o, v, i, c",7.902517985611511,0,0
592,7.7,Detachment,NOT RATED,Drama,98,"A, d, r, i, e, n,  , B, r, o, d, y, ,,  , C, h, r, i, s, t, i, n, a,  , H, e, n, d, r, i, c, k, s, ,,  , M, a, r, c, i, a,  , G, a, y,  , H, a, r, d, e, n",7.902517985611511,0,0
453,7.9,Toki o kakeru shojo,NOT RATED,Animation,98,"R, i, i, s, a,  , N, a, k, a, ,,  , T, a, k, u, y, a,  , I, s, h, i, d, a, ,,  , M, i, t, s, u, t, a, k, a,  , I, t, a, k, u, r, a",7.914516129032258,0,0
663,7.7,After Hours,R,Comedy,97,"G, r, i, f, f, i, n,  , D, u, n, n, e, ,,  , R, o, s, a, n, n, a,  , A, r, q, u, e, t, t, e, ,,  , V, e, r, n, a,  , B, l, o, o, m",7.822435897435897,0,0
399,7.9,The Breakfast Club,R,Comedy,97,"E, m, i, l, i, o,  , E, s, t, e, v, e, z, ,,  , J, u, d, d,  , N, e, l, s, o, n, ,,  , M, o, l, l, y,  , R, i, n, g, w, a, l, d",7.822435897435897,0,0
371,8.0,Moon,R,Drama,97,"S, a, m,  , R, o, c, k, w, e, l, l, ,,  , K, e, v, i, n,  , S, p, a, c, e, y, ,,  , D, o, m, i, n, i, q, u, e,  , M, c, E, l, l, i, g, o, t, t",7.902517985611511,0,0
837,7.5,Menace II Society,R,Crime,97,"T, y, r, i, n,  , T, u, r, n, e, r, ,,  , L, a, r, e, n, z,  , T, a, t, e, ,,  , J, u, n, e,  , K, y, o, t, o,  , L, u",7.916935483870968,0,0
928,7.5,Clerks II,R,Comedy,97,"B, r, i, a, n,  , O, ', H, a, l, l, o, r, a, n, ,,  , J, e, f, f,  , A, n, d, e, r, s, o, n, ,,  , R, o, s, a, r, i, o,  , D, a, w, s, o, n",7.822435897435897,0,0
439,7.9,The Chorus,PG-13,Drama,97,"G, é, r, a, r, d,  , J, u, g, n, o, t, ,,  , F, r, a, n, ç, o, i, s,  , B, e, r, l, é, a, n, d, ,,  , J, e, a, n, -, B, a, p, t, i, s, t, e,  , M, a, u, n, i, e, r",7.902517985611511,0,0
781,7.6,An American Werewolf in London,R,Comedy,97,"D, a, v, i, d,  , N, a, u, g, h, t, o, n, ,,  , J, e, n, n, y,  , A, g, u, t, t, e, r, ,,  , J, o, e,  , B, e, l, c, h, e, r",7.822435897435897,0,0
939,7.4,Predestination,R,Drama,97,"E, t, h, a, n,  , H, a, w, k, e, ,,  , S, a, r, a, h,  , S, n, o, o, k, ,,  , N, o, a, h,  , T, a, y, l, o, r",7.902517985611511,0,0
943,7.4,The Bucket List,PG-13,Adventure,97,"J, a, c, k,  , N, i, c, h, o, l, s, o, n, ,,  , M, o, r, g, a, n,  , F, r, e, e, m, a, n, ,,  , S, e, a, n,  , H, a, y, e, s",7.933333333333334,0,0
821,7.6,Christmas Vacation,PG-13,Comedy,97,"C, h, e, v, y,  , C, h, a, s, e, ,,  , B, e, v, e, r, l, y,  , D, ', A, n, g, e, l, o, ,,  , J, u, l, i, e, t, t, e,  , L, e, w, i, s",7.822435897435897,0,0
419,7.9,Stagecoach,NOT RATED,Adventure,96,"J, o, h, n,  , W, a, y, n, e, ,,  , C, l, a, i, r, e,  , T, r, e, v, o, r, ,,  , A, n, d, y,  , D, e, v, i, n, e",7.933333333333334,0,0
806,7.6,Juno,PG-13,Comedy,96,"E, l, l, e, n,  , P, a, g, e, ,,  , M, i, c, h, a, e, l,  , C, e, r, a, ,,  , J, e, n, n, i, f, e, r,  , G, a, r, n, e, r",7.822435897435897,0,0
358,8.0,The Lady Vanishes,PASSED,Comedy,96,"M, a, r, g, a, r, e, t,  , L, o, c, k, w, o, o, d, ,,  , M, i, c, h, a, e, l,  , R, e, d, g, r, a, v, e, ,,  , P, a, u, l,  , L, u, k, a, s",7.822435897435897,0,0
134,8.3,The Seventh Seal,NOT RATED,Drama,96,"M, a, x,  , v, o, n,  , S, y, d, o, w, ,,  , G, u, n, n, a, r,  , B, j, ö, r, n, s, t, r, a, n, d, ,,  , B, e, n, g, t,  , E, k, e, r, o, t",7.902517985611511,0,0
5,8.9,12 Angry Men,NOT RATED,Drama,96,"H, e, n, r, y,  , F, o, n, d, a, ,,  , L, e, e,  , J, .,  , C, o, b, b, ,,  , M, a, r, t, i, n,  , B, a, l, s, a, m",7.902517985611511,0,0
763,7.6,Hunger,NOT RATED,Biography,96,"S, t, u, a, r, t,  , G, r, a, h, a, m, ,,  , L, a, i, n, e,  , M, e, g, a, w, ,,  , B, r, i, a, n,  , M, i, l, l, i, g, a, n",7.862337662337662,0,0
126,8.3,Up,PG,Animation,96,"E, d, w, a, r, d,  , A, s, n, e, r, ,,  , J, o, r, d, a, n,  , N, a, g, a, i, ,,  , J, o, h, n,  , R, a, t, z, e, n, b, e, r, g, e, r",7.914516129032258,0,0
883,7.5,A History of Violence,R,Crime,96,"V, i, g, g, o,  , M, o, r, t, e, n, s, e, n, ,,  , M, a, r, i, a,  , B, e, l, l, o, ,,  , E, d,  , H, a, r, r, i, s",7.916935483870968,0,0
719,7.6,When Harry Met Sally...,R,Comedy,96,"B, i, l, l, y,  , C, r, y, s, t, a, l, ,,  , M, e, g,  , R, y, a, n, ,,  , C, a, r, r, i, e,  , F, i, s, h, e, r",7.822435897435897,0,0
451,7.9,Miracle on 34th Street,APPROVED,Comedy,96,"E, d, m, u, n, d,  , G, w, e, n, n, ,,  , M, a, u, r, e, e, n,  , O, ', H, a, r, a, ,,  , J, o, h, n,  , P, a, y, n, e",7.822435897435897,0,0
334,8.0,Short Term 12,R,Drama,96,"B, r, i, e,  , L, a, r, s, o, n, ,,  , F, r, a, n, t, z,  , T, u, r, n, e, r, ,,  , J, o, h, n,  , G, a, l, l, a, g, h, e, r,  , J, r, .",7.902517985611511,0,0
305,8.0,Persepolis,PG-13,Animation,96,"C, h, i, a, r, a,  , M, a, s, t, r, o, i, a, n, n, i, ,,  , C, a, t, h, e, r, i, n, e,  , D, e, n, e, u, v, e, ,,  , G, e, n, a,  , R, o, w, l, a, n, d, s",7.914516129032258,0,0
959,7.4,Deconstructing Harry,R,Comedy,96,"W, o, o, d, y,  , A, l, l, e, n, ,,  , J, u, d, y,  , D, a, v, i, s, ,,  , J, u, l, i, a,  , L, o, u, i, s, -, D, r, e, y, f, u, s",7.822435897435897,0,0
860,7.5,The Fly,R,Horror,96,"J, e, f, f,  , G, o, l, d, b, l, u, m, ,,  , G, e, e, n, a,  , D, a, v, i, s, ,,  , J, o, h, n,  , G, e, t, z",7.806896551724138,0,0
319,8.0,Manhattan,R,Comedy,96,"W, o, o, d, y,  , A, l, l, e, n, ,,  , D, i, a, n, e,  , K, e, a, t, o, n, ,,  , M, a, r, i, e, l,  , H, e, m, i, n, g, w, a, y",7.822435897435897,0,0
353,8.0,Night of the Living Dead,UNRATED,Horror,96,"D, u, a, n, e,  , J, o, n, e, s, ,,  , J, u, d, i, t, h,  , O, ', D, e, a, ,,  , K, a, r, l,  , H, a, r, d, m, a, n",7.806896551724138,0,0
